Category,Date,Total Export Value,China Export Value,Total Import Value,China Import Value
"778 Electrical machinery & parts, nes",2020-05,34789.03299999999,1926.09,308436.66399999993,143220.66
"778 Electrical machinery & parts, nes",2020-06,44591.81900000001,571.057,387281.43500000006,173571.23
"778 Electrical machinery & parts, nes",2020-07,42792.92200000001,1383.418,390622.03300000005,183854.05
"778 Electrical machinery & parts, nes",2020-08,42319.53099999999,1809.07,356387.82800000004,160364.41
"778 Electrical machinery & parts, nes",2020-09,41241.368999999984,628.057,346183.74399999995,157508.54
"778 Electrical machinery & parts, nes",2020-10,50318.30399999999,1977.11,386918.8769999999,179631.6
"778 Electrical machinery & parts, nes",2020-11,55014.549999999974,1579.94,392469.14,197013.69
"778 Electrical machinery & parts, nes",2020-12,55488.78700000001,2105.31,378351.5040000001,195575.17
"778 Electrical machinery & parts, nes",2021-01,34308.70700000001,1618.53,321005.4400000001,136204.27
"778 Electrical machinery & parts, nes",2021-02,45720.056000000004,1235.29,366849.24000000005,190537.36
781 Passenger motor vehicles,2018-07,38357.709,268.836,1861305.0380000002,16727.752
781 Passenger motor vehicles,2018-08,30921.271,115.785,1972836.665,27610.639
781 Passenger motor vehicles,2018-09,35020.978,626.838,1748009.824,23950.712
781 Passenger motor vehicles,2018-10,30545.922,211.299,1815050.4080000003,34150.197
781 Passenger motor vehicles,2018-11,26656.540999999994,247.07,2040661.4400000004,5667.16
781 Passenger motor vehicles,2018-12,26266.269000000004,376.874,1527510.4840000002,5533.083
781 Passenger motor vehicles,2019-01,16774.377999999997,324.947,1502566.3619999997,16975.862
781 Passenger motor vehicles,2019-02,19283.58,567.087,1950509.019,62217.19
781 Passenger motor vehicles,2019-03,24562.701,822.711,1827635.5539999998,21950.277
781 Passenger motor vehicles,2019-04,33111.963,1224.66,1826248.616,14580.301
781 Passenger motor vehicles,2019-05,23492.46500000001,924.54,1837719.025,21705.91
781 Passenger motor vehicles,2019-06,45172.367000000006,924.128,1663805.867,36755.096
781 Passenger motor vehicles,2019-07,27521.168999999998,771.449,1919690.266,44979.75
781 Passenger motor vehicles,2020-01,18766.198000000004,415.019,1625984.2089999998,37420.793
781 Passenger motor vehicles,2020-02,28673.827999999998,475.499,1793397.5050000001,52673.562
781 Passenger motor vehicles,2020-03,26216.783000000003,494.036,1815295.0890000002,21818.57
781 Passenger motor vehicles,2020-04,22193.648000000005,1022.754,1582947.32,24294.802
781 Passenger motor vehicles,2020-05,21180.023999999998,1541.53,803774.097,33955.01
781 Passenger motor vehicles,2020-06,26953.21,2371.05,675891.363,35315.26
781 Passenger motor vehicles,2020-07,20424.081,521.061,1280755.9549999998,31178.245
781 Passenger motor vehicles,2020-08,25234.599000000002,1194.16,1552570.5729999999,74991.95
781 Passenger motor vehicles,2020-09,13119.161999999998,602.047,1647759.784,51083.81
781 Passenger motor vehicles,2020-10,27149.720000000005,977.88,1837921.077,45810.79
781 Passenger motor vehicles,2020-11,20531.169999999995,1167.55,2074310.82,82883.36
781 Passenger motor vehicles,2020-12,17455.201999999997,375.48,1999461.1990000003,57261.74
781 Passenger motor vehicles,2021-01,11804.396999999999,249.785,1515796.7040000001,89250.32
781 Passenger motor vehicles,2021-02,21692.876000000004,90.608,2116649.0920000006,235166.22
782 Goods vehicles,2018-07,28521.246,,933805.203,10017.195
782 Goods vehicles,2018-08,20752.494,528.56,891482.717,10170.446
782 Goods vehicles,2018-09,23728.448999999997,379.256,831780.6870000003,12098.746
782 Goods vehicles,2018-10,19201.212000000003,,924560.8590000002,9502.26
782 Goods vehicles,2018-11,14936.317,1130.848,812850.7100000001,2139.008
782 Goods vehicles,2018-12,14592.839000000002,,751918.7150000001,693.044
782 Goods vehicles,2019-01,13731.249,271.823,797897.0289999999,38027.799
782 Goods vehicles,2019-02,17845.136000000002,,917574.6130000001,2963.753
782 Goods vehicles,2019-03,26904.296000000002,759.921,921338.658,11660.316
782 Goods vehicles,2019-04,22205.087000000003,,964230.5019999999,9044.369
782 Goods vehicles,2019-05,16319.685999999998,300,1014100.0250000003,32734.024
782 Goods vehicles,2019-06,30454.327,,810176.829,13842.284
782 Goods vehicles,2019-07,20383.670000000002,132.39,810878.1939999999,9562.617
782 Goods vehicles,2020-01,14405.665,62.272,604303.8989999999,27176.649
782 Goods vehicles,2020-02,25827.821,,813986.0570000004,14260.203
782 Goods vehicles,2020-03,31889.591999999997,,711748.4890000003,434.696
782 Goods vehicles,2020-04,9741.63,,626363.3019999999,10433.573
782 Goods vehicles,2020-05,13131.53,,361760.75700000004,10110.99
782 Goods vehicles,2020-06,23793.043999999998,,573678.2010000001,8987.55
782 Goods vehicles,2020-07,12700.706999999999,,646789.2810000003,17382.368
782 Goods vehicles,2020-08,26176.271999999997,,723688.1819999999,18302
782 Goods vehicles,2020-09,23251.112999999994,,848229.2769999999,27225.27
782 Goods vehicles,2020-10,13329.710000000001,90,1029219.025,28491.58
782 Goods vehicles,2020-11,20981.133000000005,30,985577.8550000002,28979.41
782 Goods vehicles,2020-12,18704.719999999998,,1056071.3010000004,18675.89
782 Goods vehicles,2021-01,7835.134999999998,,802021.3260000001,32174.98
782 Goods vehicles,2021-02,31872.615,,907379.4860000001,41621.45
"783 Road motor vehicles, nes",2018-07,7920.1,,45894.444,1897.479
"783 Road motor vehicles, nes",2018-08,5702.893,,60799.799,6142.815
"783 Road motor vehicles, nes",2018-09,13031.61,,49312.475999999995,7192.788
"783 Road motor vehicles, nes",2018-10,9244.408,244.148,58075.051999999996,2020.367
"783 Road motor vehicles, nes",2018-11,1867.279,,56143.814999999995,6821.446
"783 Road motor vehicles, nes",2018-12,11989.077000000001,,52328.721000000005,5470.728
"783 Road motor vehicles, nes",2019-01,5350.782,,95857.39099999997,12757.975
"783 Road motor vehicles, nes",2019-02,8877.829,,98595.77499999998,15604.628
"783 Road motor vehicles, nes",2019-03,6868.771000000001,,58672.23,1776.19
"783 Road motor vehicles, nes",2019-04,5000.245,,51282.253,3007.074
"783 Road motor vehicles, nes",2019-05,4038.1449999999995,,75912.97100000002,6042.427
"783 Road motor vehicles, nes",2019-06,11399.067000000001,,43845.592000000004,5168.073
"783 Road motor vehicles, nes",2019-07,10947.356000000002,,49988.753,5740.074
"783 Road motor vehicles, nes",2020-01,69.69,,43346.514,7736.895
"783 Road motor vehicles, nes",2020-02,3995.383,,40507.54,1987.593
"783 Road motor vehicles, nes",2020-03,2000.758,,24931.532000000003,418.858
"783 Road motor vehicles, nes",2020-04,319.722,,22655.691000000003,1240.38
"783 Road motor vehicles, nes",2020-05,2042.846,,49206.998,5554.3
"783 Road motor vehicles, nes",2020-06,1720.8539999999998,,17370.407000000003,4279.96
"783 Road motor vehicles, nes",2020-07,7091.5289999999995,,35458.227,3157.095
"783 Road motor vehicles, nes",2020-08,3605.687,,45965.69,7375.25
"783 Road motor vehicles, nes",2020-09,1943.72,,39401.959,1028.32
"783 Road motor vehicles, nes",2020-10,6839.509999999999,,32379.261,1048.12
"783 Road motor vehicles, nes",2020-11,60.455,,60133.378000000004,5738.4
"783 Road motor vehicles, nes",2020-12,258.853,,55985.043000000005,1343.68
"783 Road motor vehicles, nes",2021-01,,,51598.784999999996,4717.34
"783 Road motor vehicles, nes",2021-02,22.265,,72840.542,15105.26
784 Vehicle parts & accessories,2018-07,69698.03600000001,829.796,268878.87000000005,36650.057
784 Vehicle parts & accessories,2018-08,75790.88099999998,1204.919,279769.46699999995,42093.205
784 Vehicle parts & accessories,2018-09,70435.54599999999,1064.617,237742.57699999993,38250.108
784 Vehicle parts & accessories,2018-10,68825.296,1372.558,305714.6259999999,42969.903
784 Vehicle parts & accessories,2018-11,62648.65899999999,1532.849,288835.75899999996,50590.539
784 Vehicle parts & accessories,2018-12,71839.96599999999,1474.055,246912.99899999998,39239.716
784 Vehicle parts & accessories,2019-01,57522.54699999999,1196.002,276965.39599999995,53227.606
784 Vehicle parts & accessories,2019-02,73604.608,1443.845,263452.696,43010.223
784 Vehicle parts & accessories,2019-03,82060.96700000002,2110.75,253740.726,27163.428
784 Vehicle parts & accessories,2019-04,80516.00200000001,2492.38,267627.17600000004,40044.578
784 Vehicle parts & accessories,2019-05,83967.224,1767.32,297683.012,42282.781
784 Vehicle parts & accessories,2019-06,84561.89400000001,2594.93,256769.04400000005,39153.297
784 Vehicle parts & accessories,2019-07,84882.23999999999,1047.58,260155.90100000004,38825.411
784 Vehicle parts & accessories,2020-01,59856.53,1982.08,265791.4020000001,53406.442
784 Vehicle parts & accessories,2020-02,90140.10999999996,1327.798,219751.69100000005,28140.474
784 Vehicle parts & accessories,2020-03,93586.69500000002,1174.4,236633.888,23892.57
784 Vehicle parts & accessories,2020-04,61849.465999999964,2179.957,247752.98399999988,41199.973
784 Vehicle parts & accessories,2020-05,51716.204,1965.31,213990.63999999996,45571.86
784 Vehicle parts & accessories,2020-06,70129.56800000004,2735.88,210973.00399999993,49593.4
784 Vehicle parts & accessories,2020-07,74953.092,1850.849,271836.43100000016,51507.407
784 Vehicle parts & accessories,2020-08,79068.25099999995,1879.69,247194.11599999995,42402.7
784 Vehicle parts & accessories,2020-09,70055.91699999997,2053.12,261433.34999999998,55038.11
784 Vehicle parts & accessories,2020-10,84205.61300000003,1671.35,278424.51099999994,60731.59
784 Vehicle parts & accessories,2020-11,92435.05500000001,2250.33,284028.7879999999,59157.85
784 Vehicle parts & accessories,2020-12,88724.16300000003,1341.94,309596.0749999998,72243.23
784 Vehicle parts & accessories,2021-01,60067.35499999998,2049.51,259419.15099999998,66134.62
784 Vehicle parts & accessories,2021-02,90929.53400000003,1750.28,267054.6940000001,56525.11
785 Motorcycles & cycles,2018-07,6708.2750000000015,79.392,92296.496,17748.943
785 Motorcycles & cycles,2018-08,6088.849,30.754,120435.05900000002,22257.532
785 Motorcycles & cycles,2018-09,11692.810000000001,379.837,103353.91599999998,23801.101
785 Motorcycles & cycles,2018-10,5738.305,46.74,110919.66299999999,30346.308
785 Motorcycles & cycles,2018-11,7813.278999999999,106.761,126768.66100000002,31246.11
785 Motorcycles & cycles,2018-12,10734.445000000002,528.447,101186.46299999999,19500.865
785 Motorcycles & cycles,2019-01,8452.163999999999,39.561,103674.20999999996,17610.604
785 Motorcycles & cycles,2019-02,8074.630999999999,371.631,90703.75,21989.867
785 Motorcycles & cycles,2019-03,7108.048,111.802,79315.798,12678.573
785 Motorcycles & cycles,2019-04,5303.299000000001,534.03,72229.40399999998,14899.027
785 Motorcycles & cycles,2019-05,6513.1,52.962,99233.63100000002,17654.685
785 Motorcycles & cycles,2019-06,9448.601,402.746,85966.71900000001,17732.164
785 Motorcycles & cycles,2019-07,8394.357000000002,311.461,108432.8,22264.371
785 Motorcycles & cycles,2020-01,3926.6410000000005,52.603,94961.48900000003,23911.896
785 Motorcycles & cycles,2020-02,5433.723999999999,256.498,85268.222,16685.653
785 Motorcycles & cycles,2020-03,7009.112999999999,201.862,91848.113,9627.65
785 Motorcycles & cycles,2020-04,4168.669999999999,175.636,78248.259,14659.034
785 Motorcycles & cycles,2020-05,4754.6669999999995,216.237,82374.86699999998,23044.88
785 Motorcycles & cycles,2020-06,5551.610000000001,235.173,74194.428,22605.51
785 Motorcycles & cycles,2020-07,4622.401,399.346,105477.64099999997,29852.233
785 Motorcycles & cycles,2020-08,5553.003000000001,410.113,110126.91900000004,30919.1
785 Motorcycles & cycles,2020-09,4237.199999999999,182.937,132214.41199999998,34049.41
785 Motorcycles & cycles,2020-10,5879.172,49.357,130584.34,46494.06
785 Motorcycles & cycles,2020-11,4639.999999999998,282.894,152236.04999999993,53572.9
785 Motorcycles & cycles,2020-12,5620.849,44.309,197568.739,62756.31
785 Motorcycles & cycles,2021-01,5445.39,155.665,154114.91000000003,47959.5
785 Motorcycles & cycles,2021-02,5003.714,52.385,131004.48799999998,39242.23
"786 Trailers, semi-trailers & containers",2018-07,5709.415,318.966,78542.69099999999,42613.19
"786 Trailers, semi-trailers & containers",2018-08,8321.487000000001,471.708,93241.01400000001,47688.131
"786 Trailers, semi-trailers & containers",2018-09,6966.448,365.326,76150.61500000002,49315.496
"786 Trailers, semi-trailers & containers",2018-10,8503.649000000001,205.707,96374.323,60508.639
"786 Trailers, semi-trailers & containers",2018-11,7663.513000000001,424.876,107604.23199999996,61986.867
"786 Trailers, semi-trailers & containers",2018-12,10812.264999999998,716.233,87989.00000000004,50614.094
"786 Trailers, semi-trailers & containers",2019-01,3696.9090000000006,253.028,97590.22100000003,59085.131
"786 Trailers, semi-trailers & containers",2019-02,5738.651,632.085,74308.65499999998,45168.326
"786 Trailers, semi-trailers & containers",2019-03,8872.143,540.281,62334.541,28805.96
"786 Trailers, semi-trailers & containers",2019-04,13268.885,318.658,75432.54699999999,42679.493
"786 Trailers, semi-trailers & containers",2019-05,9209.647,303.232,83877.20100000004,49989.204
"786 Trailers, semi-trailers & containers",2019-06,11693.807999999997,502.965,84332.32400000001,52766.508
"786 Trailers, semi-trailers & containers",2019-07,10700.228,503.801,79502.25300000001,49204.678
"786 Trailers, semi-trailers & containers",2020-01,2612.7029999999995,19.192,76567.79299999998,51898.274
"786 Trailers, semi-trailers & containers",2020-02,9484.787999999997,247.415,61303.748000000014,33614.737
"786 Trailers, semi-trailers & containers",2020-03,9508.264,502.689,57244.591,28437.43
"786 Trailers, semi-trailers & containers",2020-04,7177.513999999999,86.764,75952.21800000001,40131.856
"786 Trailers, semi-trailers & containers",2020-05,5727.513999999999,106.224,72290.63699999999,41880.14
"786 Trailers, semi-trailers & containers",2020-06,7658.766,320.042,80342.54200000002,44014.55
"786 Trailers, semi-trailers & containers",2020-07,6396.1630000000005,28.442,84697.063,54186.429
"786 Trailers, semi-trailers & containers",2020-08,8678.405999999999,910.484,84565.97800000002,50708.42
"786 Trailers, semi-trailers & containers",2020-09,3695.994000000001,114.801,80584.39600000002,53376.59
"786 Trailers, semi-trailers & containers",2020-10,7826.650999999999,857.668,93980.19699999999,61210.26
"786 Trailers, semi-trailers & containers",2020-11,8379.828,1036.24,104300.63999999998,74086.13
"786 Trailers, semi-trailers & containers",2020-12,11500.863000000003,718.547,105385.80600000003,75193.94
"786 Trailers, semi-trailers & containers",2021-01,5106.315999999998,582.736,95846.79000000001,62867.39
"786 Trailers, semi-trailers & containers",2021-02,8148.878999999999,268.599,89053.29299999999,60370.1
791 Railway vehicles (incl hovertrains),2018-07,5273.639000000001,1371.833,152625.59600000002,81461.037
791 Railway vehicles (incl hovertrains),2018-08,5354.223000000001,21.778,143596.49700000003,68441.999
791 Railway vehicles (incl hovertrains),2018-09,6414.874999999999,359.964,164022.81799999997,80173.913
791 Railway vehicles (incl hovertrains),2018-10,3686.323,45.063,90451.24900000003,17711.753
791 Railway vehicles (incl hovertrains),2018-11,3335.374,181.486,102865.241,24768.157
791 Railway vehicles (incl hovertrains),2018-12,6056.471999999999,952.632,89181.09399999998,46951.093
791 Railway vehicles (incl hovertrains),2019-01,3161.9330000000004,584.013,307595.767,170567.357
791 Railway vehicles (incl hovertrains),2019-02,3769.520000000001,260.536,248144.229,107067.563
791 Railway vehicles (incl hovertrains),2019-03,4914.379999999999,128.215,99320.94500000002,45982.854
791 Railway vehicles (incl hovertrains),2019-04,3835.5460000000003,520.119,80909.361,27874.755
791 Railway vehicles (incl hovertrains),2019-05,4204.073,1099.46,128069.60699999999,43720.265
791 Railway vehicles (incl hovertrains),2019-06,4885.169,1138.94,56823.29099999999,17058.675
791 Railway vehicles (incl hovertrains),2019-07,3633.4110000000005,564.172,91251.962,10416.731
791 Railway vehicles (incl hovertrains),2020-01,1954.9029999999998,122.304,81571.22899999999,43037.944
791 Railway vehicles (incl hovertrains),2020-02,4178.599,128.528,65684.61899999999,26293.117
791 Railway vehicles (incl hovertrains),2020-03,3969.3500000000004,,46723.354999999996,32197.73
791 Railway vehicles (incl hovertrains),2020-04,2788.1639999999998,660.191,82630.72899999999,65920.583
791 Railway vehicles (incl hovertrains),2020-05,4552.755000000001,1219.6,53737.303,41894.54
791 Railway vehicles (incl hovertrains),2020-06,8796.845,782.114,84417.41999999998,71622.43
791 Railway vehicles (incl hovertrains),2020-07,2937.786,663.685,49650.38899999999,16490.349
791 Railway vehicles (incl hovertrains),2020-08,3472.0699999999997,148.151,129958.99799999998,92032.51
791 Railway vehicles (incl hovertrains),2020-09,5454.205,738.834,98450.498,61904.15
791 Railway vehicles (incl hovertrains),2020-10,4877.5960000000005,1136.79,79103.68300000002,45850.4
791 Railway vehicles (incl hovertrains),2020-11,2555.577,949.981,97460.731,52913.25
791 Railway vehicles (incl hovertrains),2020-12,2328.9320000000002,240.13,140605.78,80421.97
791 Railway vehicles (incl hovertrains),2021-01,3428.787,200.627,96642.826,39710.16
791 Railway vehicles (incl hovertrains),2021-02,3503.93,85.735,27224.055999999997,10700.31
"792 Aircraft, spacecraft & parts",2018-07,173243.51900000003,746.307,162752.181,2466.987
"792 Aircraft, spacecraft & parts",2018-08,201378.09199999995,2243.266,128240.16399999999,2270.863
"792 Aircraft, spacecraft & parts",2018-09,230615.783,378.66,179967.516,2267.832
"792 Aircraft, spacecraft & parts",2018-10,221724.16,637.866,175215.52000000002,3867.125
"792 Aircraft, spacecraft & parts",2018-11,179658.30999999997,3489.982,220403.43600000002,4492.227
"792 Aircraft, spacecraft & parts",2018-12,188663.52000000005,1774.579,392301.979,1841.625
"792 Aircraft, spacecraft & parts",2019-01,172223.477,65.472,179367.986,2803.688
"792 Aircraft, spacecraft & parts",2019-02,156373.005,639.218,155434.59699999998,2238.519
"792 Aircraft, spacecraft & parts",2019-03,284606.93000000005,495.289,135528.82200000001,3073.315
"792 Aircraft, spacecraft & parts",2019-04,177905.511,3644.32,455394.431,1880.558
"792 Aircraft, spacecraft & parts",2019-05,210199.387,500.284,150221.31100000002,3298.631
"792 Aircraft, spacecraft & parts",2019-06,351048.02499999997,1344.87,158645.31600000002,5667.884
"792 Aircraft, spacecraft & parts",2019-07,197561.532,6481.4,168444.94599999997,2064.399
"792 Aircraft, spacecraft & parts",2020-01,133467.13699999996,1668.493,134723.24800000005,1759.315
"792 Aircraft, spacecraft & parts",2020-02,249403.779,556.063,205988.022,1375.351
"792 Aircraft, spacecraft & parts",2020-03,232265.00800000006,238.507,656838.326,1333.33
"792 Aircraft, spacecraft & parts",2020-04,150439.06299999997,19161.332,140175.36299999998,716.031
"792 Aircraft, spacecraft & parts",2020-05,109741.87700000001,2887.8,99868.40100000001,2983.89
"792 Aircraft, spacecraft & parts",2020-06,175395.21599999996,2211.12,111649.635,2139.43
"792 Aircraft, spacecraft & parts",2020-07,122295.13899999998,627.156,580400.0339999999,1584.485
"792 Aircraft, spacecraft & parts",2020-08,119964.10400000004,813.291,116490.41600000001,20397.82
"792 Aircraft, spacecraft & parts",2020-09,160466.98199999996,657.213,115363.63599999997,5975.37
"792 Aircraft, spacecraft & parts",2020-10,220411.97500000003,113.05,105538.57600000004,12674.35
"792 Aircraft, spacecraft & parts",2020-11,116147.26399999998,518.951,1178366.1520000002,1980.45
"792 Aircraft, spacecraft & parts",2020-12,157379.727,321.464,99325.20299999996,1864.03
"792 Aircraft, spacecraft & parts",2021-01,135388.29,43907.75,68857.43399999996,2107.81
"792 Aircraft, spacecraft & parts",2021-02,91743.10899999998,974.307,386194.26599999995,1344.13
"793 Ships, boats & floating structures",2018-07,13265.86,1.9,62276.25599999999,5584.31
"793 Ships, boats & floating structures",2018-08,34749.014,113.4,32656.610000000004,5766.312
"793 Ships, boats & floating structures",2018-09,22226.409999999996,,51551.465,4588.196
"793 Ships, boats & floating structures",2018-10,10909.338999999998,69.322,56234.66999999999,8894.819
"793 Ships, boats & floating structures",2018-11,17279.381999999998,188.151,113945.497,6848.433
"793 Ships, boats & floating structures",2018-12,444422.5559999999,244.776,71295.81899999999,4088.889
"793 Ships, boats & floating structures",2019-01,35320.314,71.633,38495.71400000001,3424.19
"793 Ships, boats & floating structures",2019-02,9733.045,,243695.894,147932.647
"793 Ships, boats & floating structures",2019-03,30013.974,2181.78,91199.84699999997,2037.013
"793 Ships, boats & floating structures",2019-04,32791.122,247.727,31813.374999999996,2420.995
"793 Ships, boats & floating structures",2019-05,29897.046000000006,637.78,81200.117,10438.393
"793 Ships, boats & floating structures",2019-06,31114.375000000004,429.149,100803.166,1731.004
"793 Ships, boats & floating structures",2019-07,129376.50400000002,123.61,52807.129,4923.907
"793 Ships, boats & floating structures",2020-01,80218.72,2323.795,41858.29699999998,3730.908
"793 Ships, boats & floating structures",2020-02,39879.05800000001,1981.677,42354.189000000006,31406.233
"793 Ships, boats & floating structures",2020-03,29663.292999999994,702.048,22138.675000000003,804.47
"793 Ships, boats & floating structures",2020-04,17844.779,205.727,57548.23200000001,1853.851
"793 Ships, boats & floating structures",2020-05,40041.79699999999,1122.49,18642.946,2773.16
"793 Ships, boats & floating structures",2020-06,23525.909000000003,759.426,24658.144000000004,1864.9
"793 Ships, boats & floating structures",2020-07,31980.609999999993,343.661,82395.112,6093.308
"793 Ships, boats & floating structures",2020-08,12651.67,163.35,75839.15200000002,5908.6
"793 Ships, boats & floating structures",2020-09,31837.261000000006,690.237,32397.157,4601.03
"793 Ships, boats & floating structures",2020-10,20110.04,106.5,67459.25499999999,5398.15
"793 Ships, boats & floating structures",2020-11,21460.971999999998,433.975,86601.61900000002,6016.35
"793 Ships, boats & floating structures",2020-12,43064.266,255.028,119486.36799999999,18760.81
"793 Ships, boats & floating structures",2021-01,3144.814,166.829,125015.10799999998,5355.56
"793 Ships, boats & floating structures",2021-02,34503.19799999999,146.424,41433.28400000001,9961.66
811 Prefabricated buildings,2018-07,1690.218,74.012,11271.554000000002,5091.913
811 Prefabricated buildings,2018-08,2187.4559999999997,460.343,8392.160999999998,3694.629
811 Prefabricated buildings,2018-09,2281.9359999999997,307.341,14269.306999999997,10071.443
811 Prefabricated buildings,2018-10,1907.7739999999997,551.735,11128.933,5590.637
811 Prefabricated buildings,2018-11,4209.465,2331.474,11523.853,5134.423
811 Prefabricated buildings,2018-12,1515.299,,12861.996999999996,8785.064
811 Prefabricated buildings,2019-01,828.7769999999999,,15299.668000000001,7417.143
811 Prefabricated buildings,2019-02,3458.192,,7681.472000000001,3426.542
811 Prefabricated buildings,2019-03,2688.889,168.353,5445.986,1922.947
811 Prefabricated buildings,2019-04,1171.717,,7745.301000000001,4654.112
811 Prefabricated buildings,2019-05,1685.994,,8651.105000000001,4296.492
811 Prefabricated buildings,2019-06,3421.0199999999995,281.312,7011.069,4839.823
811 Prefabricated buildings,2019-07,2836.725,,8767.438000000002,5435.235
811 Prefabricated buildings,2020-01,4172.005,,8935.678,4028.532
811 Prefabricated buildings,2020-02,6761.2,,5944.825999999999,2058.568
811 Prefabricated buildings,2020-03,1171.903,,4543.1630000000005,1503.54
811 Prefabricated buildings,2020-04,1711.5710000000001,2.25,6563.201,2991.922
811 Prefabricated buildings,2020-05,2104.245,1123.05,7516.801,5483.27
811 Prefabricated buildings,2020-06,3222.396,477.181,12334.853000000001,7666.94
811 Prefabricated buildings,2020-07,2257.761,,9218.550000000001,5149.522
811 Prefabricated buildings,2020-08,3167.562999999999,,7958.415999999999,2955.92
811 Prefabricated buildings,2020-09,1899.972,247.159,8858.043,4305.29
811 Prefabricated buildings,2020-10,3399.867,227.958,13844.002999999999,6114.57
811 Prefabricated buildings,2020-11,4721.8460000000005,248.473,11818.875,5903.81
811 Prefabricated buildings,2020-12,2993.222,,11285.557999999999,5919.53
811 Prefabricated buildings,2021-01,1409.108,,11001.294999999998,4214.61
811 Prefabricated buildings,2021-02,5028.473000000001,,8385.791000000001,4702.34
"812 Sanitary, plumbing & heating fittings",2018-07,731.5029999999999,10.564,22821.128999999997,12004.416
"812 Sanitary, plumbing & heating fittings",2018-08,923.0590000000002,17.732,28367.333999999988,16322.042
"812 Sanitary, plumbing & heating fittings",2018-09,691.917,,23444.570000000003,15146.634
"812 Sanitary, plumbing & heating fittings",2018-10,1169.113,46.864,22815.145999999997,13887.835
"812 Sanitary, plumbing & heating fittings",2018-11,605.0269999999999,44.912,23595.668000000012,13466.259
"812 Sanitary, plumbing & heating fittings",2018-12,1276.335,10.871,19153.99499999999,11856.359
"812 Sanitary, plumbing & heating fittings",2019-01,207.17399999999998,,26352.844,16124.657
"812 Sanitary, plumbing & heating fittings",2019-02,495.32800000000003,,22607.607999999997,13863.626
"812 Sanitary, plumbing & heating fittings",2019-03,662.0740000000001,32.671,15583.524999999998,6173.17
"812 Sanitary, plumbing & heating fittings",2019-04,677.378,,21046.135000000006,11536.631
"812 Sanitary, plumbing & heating fittings",2019-05,598.8149999999999,,24838.300000000007,14753.379
"812 Sanitary, plumbing & heating fittings",2019-06,1392.2330000000002,129.948,22021.952999999998,12145.579
"812 Sanitary, plumbing & heating fittings",2019-07,727.3739999999998,4.224,20994.61999999999,11510.005
"812 Sanitary, plumbing & heating fittings",2020-01,522.793,2.42,26431.335000000003,16929.381
"812 Sanitary, plumbing & heating fittings",2020-02,858.827,,17615.289999999997,9173.748
"812 Sanitary, plumbing & heating fittings",2020-03,591.478,,18655.259000000005,5875.89
"812 Sanitary, plumbing & heating fittings",2020-04,401.452,,24095.845000000005,14748.7
"812 Sanitary, plumbing & heating fittings",2020-05,331.041,106.406,22986.135000000002,15794.24
"812 Sanitary, plumbing & heating fittings",2020-06,362.91099999999994,57.048,23997.795,15508.6
"812 Sanitary, plumbing & heating fittings",2020-07,663.978,,24310.763,15262.398
"812 Sanitary, plumbing & heating fittings",2020-08,535.9960000000001,,21435.131000000005,12602.66
"812 Sanitary, plumbing & heating fittings",2020-09,503.96799999999996,,20418.331,12154.52
"812 Sanitary, plumbing & heating fittings",2020-10,340.93800000000005,,19635.149,11943.47
"812 Sanitary, plumbing & heating fittings",2020-11,544.727,,20944.94,12919.94
"812 Sanitary, plumbing & heating fittings",2020-12,555.8190000000001,25.229,20928.703,12157.79
"812 Sanitary, plumbing & heating fittings",2021-01,369.591,,23336.285000000003,13954.85
"812 Sanitary, plumbing & heating fittings",2021-02,648.5749999999999,110.16,22104.379,14091.94
813 Lighting fixtures & fittings,2018-07,10290.689,39.696,117294.16499999998,85883.3
813 Lighting fixtures & fittings,2018-08,12099.569999999998,80.451,154407.695,120632.635
813 Lighting fixtures & fittings,2018-09,11154.237000000003,299.154,139363.421,113450.048
813 Lighting fixtures & fittings,2018-10,10445.520000000002,262.273,152557.83200000014,119557.294
813 Lighting fixtures & fittings,2018-11,14139.71,676.141,148281.04099999997,110143.401
813 Lighting fixtures & fittings,2018-12,12413.529,624.716,94774.35699999995,69009.853
813 Lighting fixtures & fittings,2019-01,5308.626000000001,26.639,126040.496,99389.183
813 Lighting fixtures & fittings,2019-02,9083.759000000002,53.703,102312.78100000003,78530.623
813 Lighting fixtures & fittings,2019-03,8869.115000000002,620.242,70830.47700000001,44595.206
813 Lighting fixtures & fittings,2019-04,8960.190000000002,285.3,101387.60100000004,74840.364
813 Lighting fixtures & fittings,2019-05,10972.920000000002,572.844,106187.364,76493.207
813 Lighting fixtures & fittings,2019-06,10434.364999999998,436.017,94179.879,69213.254
813 Lighting fixtures & fittings,2019-07,10101.224999999997,191.419,107870.83899999998,78951.936
813 Lighting fixtures & fittings,2020-01,9252.805999999999,73.803,123568.797,99332.009
813 Lighting fixtures & fittings,2020-02,8671.851,161.305,76072.91100000002,47840.931
813 Lighting fixtures & fittings,2020-03,8861.960999999998,145.732,55097.12399999999,32702.21
813 Lighting fixtures & fittings,2020-04,5183.619000000001,37.025,93007.96800000002,74202.243
813 Lighting fixtures & fittings,2020-05,10286.728000000001,84.265,97614.18099999998,76509.93
813 Lighting fixtures & fittings,2020-06,9644.11,110.876,110652.425,89124.44
813 Lighting fixtures & fittings,2020-07,12646.953000000001,158.018,135137.743,110384.514
813 Lighting fixtures & fittings,2020-08,9833.459000000003,106.289,119803.015,96818.78
